IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
24299,12348,19,1,Others,Team Lead,FMCG,J,Research Analyst,Doctorate,Economics,Surat,1995,Economics,Surat,1997,Others,Surat,2001,Ahmedabad,Surat,3868540,Y,Key_Performer,2,4,0,0,5415956
24300,51202,2,0,Engineering,Project Manager,Analytics,L,Product Manager,Grad,Zoology,Bhubaneswar,2010,Zoology,Bhubaneswar,2012,Others,Bangalore,2018,Guwahati,Jaipur,583029,N,A,3,8,0,0,728786
24301,45346,18,0,Sales,Sales Execituve,Retail,I,Research Scientist,Under Grad,,,,,,,,,,Bhubaneswar,Mangalore,2591915,N,C,4,3,1,0,2980702
24302,20254,13,11,Top Management,CEO,Aviation,K,Research Analyst,PG,Engineering,Kolkata,1998,Engineering,Kolkata,2000,Engineering,Lucknow,2007,Mangalore,Delhi,2114400,Y,Key_Performer,3,5,0,0,2791008
24303,51644,1,0,Healthcare,Bio statistician,Automobile,N,Software Developer,Under Grad,,,,,,,,,,Jaipur,Kanpur,639074,Y,B,2,3,1,0,830796
24304,37064,10,8,Engineering,Sales Execituve,Aviation,L,Consultant,Doctorate,Chemistry,Jaipur,2001,Chemistry,Jaipur,2003,Others,Mangalore,2010,Mangalore,Nagpur,2081838,N,D,2,4,0,0,2585642
24305,55164,10,1,Top Management,CEO,Aviation,J,Assistant Manager,Under Grad,,,,,,,,,,Mangalore,Guwahati,1408496,N,C,6,5,0,0,1619770
24306,19645,4,3,Accounts,Business Analyst,Insurance,E,Research Analyst,PG,Engineering,Bhubaneswar,2008,Engineering,Bhubaneswar,2010,Engineering,Jaipur,2016,Lucknow,Pune,582488,Y,C,4,4,1,0,707373
24307,15635,20,18,Top Management,Area Sales Manager,Insurance,M,HR,Grad,Sociology,Kolkata,2000,Sociology,Kolkata,2010,,,,Mumbai,Chennai,2485252,N,D,2,1,0,0,2858039
24308,17411,11,6,Others,CEO,Retail,A,Others,Under Grad,,,,,,,,,,Guwahati,Bhubaneswar,1167737,Y,C,3,4,3,1,1396613
24309,45580,1,0,HR,Associate,Retail,K,HR,Grad,Statistics,Delhi,2012,Statistics,Delhi,2014,Statistics,Jaipur,2019,Mangalore,Chennai,617976,Y,B,3,4,0,0,772470
24310,26464,8,0,Sales,Project Manager,FMCG,D,Consultant,Doctorate,Mathematics,Nagpur,2003,Mathematics,Nagpur,2005,Mathematics,Nagpur,2012,Kanpur,Mangalore,2056120,Y,A,2,8,0,0,2993710
24311,47584,20,3,,Team Lead,BFSI,E,Manager,Grad,Botony,Mangalore,1992,Botony,Mangalore,1994,Others,Mumbai,2000,Kolkata,Nagpur,2400458,N,B,5,7,0,0,3000572
24312,37481,16,0,Top Management,Head,IT,B,CA,PG,Statistics,Jaipur,2004,Statistics,Jaipur,2018,,,,Surat,Jaipur,3874304,N,Key_Performer,5,0,1,1,5036595
24313,22871,20,12,Analytics/BI,Senior Researcher,IT,H,Consultant,Doctorate,Psychology,Bhubaneswar,2000,Psychology,Bhubaneswar,2010,,,,Mangalore,Kolkata,2859846,N,C,4,0,0,0,3551928
24314,28299,22,10,,Sales Execituve,Training,C,,Grad,Psychology,Guwahati,1992,Psychology,Guwahati,1994,Psychology,Delhi,1998,Guwahati,Mangalore,2481412,N,C,6,5,0,0,2853623
24315,59233,16,0,Banking,Senior Researcher,Retail,O,Research Analyst,PG,Botony,Mangalore,2004,Botony,Mangalore,2023,,,,Ahmedabad,Lucknow,2513674,N,A,2,1,1,0,3267776
24316,56921,15,6,Accounts,Others,Analytics,H,Consultant,Under Grad,,,,,,,,,,Bhubaneswar,Nagpur,1808009,N,A,5,3,0,0,2260011
24317,36339,9,7,IT-Software,Sales Manager,Analytics,B,Marketing Manager,Under Grad,,,,,,,,,,Mangalore,Pune,1682394,Y,D,5,7,3,0,2012143
24318,58355,1,0,Education,Professor,Insurance,A,Data Analyst,PG,Sociology,Mumbai,2010,Sociology,Mumbai,2012,Sociology,Mumbai,2019,Bhubaneswar,Surat,440853,N,D,1,3,0,0,527260
24319,21682,7,2,Engineering,Team Lead,Training,B,CA,PG,Engineering,Mangalore,2013,Engineering,Mangalore,2022,,,,Guwahati,Nagpur,1027550,N,B,4,1,1,0,1335815
24320,45581,3,0,Education,Others,BFSI,O,Web Designer,Under Grad,,,,,,,,,,Bangalore,Surat,653206,Y,B,3,8,0,0,849167
24321,55053,3,2,Engineering,Sales Manager,Automobile,E,Consultant,PG,Arts,Guwahati,2017,Others,Guwahati,2022,,,,Mumbai,Kanpur,701096,N,D,3,2,2,0,838510
24322,28683,10,7,Marketing,Sales Manager,BFSI,C,Data Analyst,Under Grad,,,,,,,,,,Ahmedabad,Mangalore,1151960,N,A,5,6,2,0,1439950
24323,24819,22,8,Banking,Team Lead,Others,L,Sr.Manager,Grad,Economics,Ahmedabad,1990,Others,Ahmedabad,1992,Statistics,Pune,1998,Ahmedabad,Kanpur,2680173,Y,B,6,3,0,0,3430621
24324,38962,24,6,Top Management,Scientist,Others,K,Assistant Manager,Doctorate,Others,Bangalore,1988,Arts,Bangalore,1990,Psychology,Surat,1996,Chennai,Kanpur,3210416,Y,B,5,5,0,0,4494582
24325,52516,14,10,Analytics/BI,Team Lead,Telecom,J,Software Developer,Grad,Chemistry,Lucknow,1997,Chemistry,Lucknow,1999,Chemistry,Jaipur,2006,Bangalore,Lucknow,1884398,Y,B,5,3,4,0,2412029
24326,30934,10,1,Marketing,CEO,Training,J,Consultant,Doctorate,Arts,Pune,2002,Arts,Pune,2004,Arts,Pune,2010,Kolkata,Ahmedabad,1918519,N,C,6,4,0,1,2382800
24327,32993,21,20,Top Management,Consultant,Training,A,,Doctorate,Botony,Kolkata,1993,Botony,Kolkata,1995,Botony,Mangalore,1999,Chennai,Nagpur,3552913,N,A,3,7,0,0,4796432
24328,48558,3,2,Marketing,Team Lead,Analytics,E,Product Manager,Under Grad,,,,,,,,,,Kolkata,Pune,609737,N,D,3,7,5,0,701197
24329,38177,18,16,Accounts,Others,Training,B,Director,PG,Chemistry,Nagpur,1995,Chemistry,Nagpur,1997,Chemistry,Kolkata,2002,Nagpur,Surat,1480650,N,D,2,6,0,0,1770857
24330,42392,11,2,Sales,Head,Retail,C,Sr.Manager,Under Grad,,,,,,,,,,Nagpur,Kolkata,1543007,N,D,6,5,2,1,1774458
24331,45730,22,1,IT-Software,Business Analyst,Automobile,P,Consultant,Doctorate,Others,Bhubaneswar,1998,Psychology,Bhubaneswar,2008,,,,Kanpur,Ahmedabad,3055876,Y,C,6,1,0,0,3935968
24332,52774,0,0,NA,NA,NA,NA,NA,PG,Engineering,Bangalore,2020,Engineering,Bangalore,2018,,,,Bangalore,Chennai,0,N,NA,0,2,2,0,516312
24333,49315,1,0,Marketing,Sales Execituve,Automobile,N,Web Designer,PG,Engineering,Ahmedabad,2010,Engineering,Ahmedabad,2012,Engineering,Bangalore,2019,Kanpur,Surat,611084,Y,B,3,8,1,0,824963
24334,12167,9,0,Sales,Business Analyst,Analytics,C,Consultant,Doctorate,Statistics,Bhubaneswar,2011,Statistics,Bhubaneswar,2020,,,,Pune,Mumbai,1689223,Y,A,1,1,0,0,2364912
24335,34110,9,3,Analytics/BI,Team Lead,Retail,N,Consultant,Under Grad,,,,,,,,,,Mangalore,Chennai,1105915,N,D,5,1,0,0,1271802
24336,31024,19,4,Analytics/BI,Business Analyst,Others,H,,Doctorate,Zoology,Bhubaneswar,2001,,,,,,,Bhubaneswar,Guwahati,2916880,N,A,6,1,0,0,3937788
24337,10107,18,13,Top Management,Senior Analyst,Training,J,Research Analyst,Under Grad,,,,,,,,,,Lucknow,Mumbai,2197466,N,A,5,7,3,0,2746832
24338,20405,17,11,Marketing,Consultant,Analytics,D,Assistant Manager,Under Grad,,,,,,,,,,Mangalore,Pune,1600924,N,C,6,2,3,0,1841062
24339,30387,23,3,HR,CEO,FMCG,C,Software Developer,Grad,Chemistry,Surat,1988,Others,Surat,1990,Botony,Guwahati,1997,Lucknow,Ahmedabad,2501019,N,A,3,6,2,1,3126273
24340,25873,9,1,Education,Others,Automobile,J,Medical Officer,Doctorate,Sociology,Mangalore,2005,Others,Mangalore,2007,Zoology,Pune,2011,Chennai,Guwahati,2088305,N,C,3,4,0,0,2593674
24341,58701,24,17,Education,Analyst,FMCG,C,Sr.Manager,Grad,Economics,Mumbai,1987,Economics,Mumbai,1989,Economics,Guwahati,1996,Nagpur,Lucknow,2302679,N,B,5,3,0,0,2878348
24342,56216,0,0,NA,NA,NA,NA,NA,Doctorate,Engineering,Pune,2013,Engineering,Pune,2015,Mathematics,Surat,2020,Chennai,Kanpur,0,Y,NA,0,7,0,0,1374036
24343,15730,13,1,Engineering,CEO,Others,H,Others,Grad,Engineering,Delhi,2000,Engineering,Delhi,2002,Engineering,Guwahati,2007,Kolkata,Lucknow,1800414,Y,D,3,8,0,1,2120167
24344,36420,10,7,Education,CEO,FMCG,A,CA,Under Grad,,,,,,,,,,Surat,Bhubaneswar,1581528,Y,D,2,4,2,1,1891507
24345,57658,24,0,,Senior Researcher,Automobile,A,Others,PG,Zoology,Bangalore,1996,Zoology,Bangalore,2013,,,,Mumbai,Jaipur,2975636,N,Key_Performer,2,0,1,0,3868326
24346,50922,8,5,Education,Others,Telecom,H,Medical Officer,Under Grad,,,,,,,,,,Kolkata,Chennai,1061316,N,A,3,4,5,0,1379710
24347,41102,2,0,HR,Consultant,Insurance,H,Product Manager,Doctorate,Botony,Delhi,2018,,,,,,,Lucknow,Mumbai,730660,N,A,2,0,0,0,913325
24348,43634,18,8,Healthcare,Scientist,Retail,J,Director,Under Grad,,,,,,,,,,Ahmedabad,Ahmedabad,1530175,Y,Key_Performer,6,7,1,0,1989227
24349,27811,4,2,,Team Lead,Telecom,J,HR,Under Grad,,,,,,,,,,Kolkata,Ahmedabad,406130,N,D,6,1,3,0,467049
24350,10312,4,1,Education,Consultant,Aviation,L,Consultant,PG,Others,Pune,2016,Arts,Pune,2009,,,,Bangalore,Bangalore,645430,N,B,4,2,2,0,839059
24351,37688,3,0,Engineering,Business Analyst,Aviation,J,Marketing Manager,PG,Economics,Bhubaneswar,2008,Economics,Bhubaneswar,2010,Economics,Nagpur,2017,Chennai,Bangalore,685818,N,C,1,3,0,0,820238
24352,20210,12,11,Healthcare,Researcher,Aviation,I,Data Analyst,Under Grad,,,,,,,,,,Chennai,Kolkata,1232539,Y,Key_Performer,5,8,3,0,1602300
24353,46045,19,12,IT-Software,Bio statistician,Automobile,K,Product Manager,PG,Statistics,Ahmedabad,1992,Statistics,Ahmedabad,1994,Statistics,Lucknow,2001,Mumbai,Kolkata,3030926,Y,D,4,8,1,0,3680756
24354,38379,15,3,Others,Bio statistician,Others,J,Marketing Manager,Doctorate,Economics,Mangalore,1999,Economics,Mangalore,2001,Economics,Delhi,2005,Lucknow,Mumbai,1623076,Y,Key_Performer,5,3,0,0,2272306
24355,49325,18,1,Accounts,Scientist,Aviation,P,Web Designer,Grad,Mathematics,Mumbai,1995,Mathematics,Mumbai,1997,Mathematics,Delhi,2002,Guwahati,Lucknow,1439020,N,D,6,4,2,0,1654873
24356,29718,13,8,,Senior Researcher,BFSI,I,Consultant,Grad,Psychology,Lucknow,2000,Psychology,Lucknow,2002,Psychology,Ahmedabad,2007,Mumbai,Bhubaneswar,1910710,N,C,2,5,0,0,2197316
24357,30493,14,8,,Analyst,IT,G,Assistant Manager,Under Grad,,,,,,,,,,Mumbai,Bhubaneswar,1392315,N,C,2,0,3,0,1601162
24358,17676,22,11,,Senior Researcher,Analytics,P,,Under Grad,,,,,,,,,,Ahmedabad,Mangalore,2504642,N,Key_Performer,3,0,2,0,3130802
24359,42428,16,3,Others,Others,Retail,G,Research Analyst,PG,Engineering,Bhubaneswar,1995,Others,Bhubaneswar,1997,Arts,Pune,2004,Mangalore,Bhubaneswar,3503293,Y,Key_Performer,2,6,0,0,4624346
24360,20553,18,5,Engineering,Senior Researcher,Analytics,P,Manager,Grad,Psychology,Mumbai,2002,,,,,,,Bangalore,Mangalore,2570748,N,Key_Performer,4,0,0,0,3213435
24361,49177,24,12,Marketing,Sales Execituve,BFSI,D,Marketing Manager,Doctorate,Economics,Mangalore,1990,Economics,Mangalore,1992,Economics,Jaipur,1996,Chennai,Bhubaneswar,3165707,N,C,4,4,0,0,3931808
24362,16654,14,3,,Consultant,Automobile,K,Assistant Manager,PG,Zoology,Jaipur,1999,Zoology,Jaipur,2001,Zoology,Mumbai,2006,Surat,Mangalore,1852036,N,B,2,3,0,0,2407646
24363,18465,11,4,Sales,Bio statistician,Analytics,I,CA,PG,Engineering,Mumbai,2009,Engineering,Mumbai,2013,,,,Pune,Mumbai,2202716,N,D,6,0,1,0,2634448
24364,36305,16,12,Top Management,Bio statistician,Aviation,N,Manager,Grad,Chemistry,Kolkata,1996,Chemistry,Kolkata,1998,Chemistry,Bangalore,2004,Jaipur,Surat,2430532,N,C,2,5,0,0,2795111
24365,25347,8,1,Accounts,Sales Manager,Retail,A,CA,Doctorate,Engineering,Mumbai,2005,Engineering,Mumbai,2007,Engineering,Jaipur,2012,Kanpur,Pune,1903760,N,A,2,5,0,0,2672879
24366,16298,0,0,NA,NA,NA,NA,NA,Grad,Economics,Mangalore,2012,Economics,Mangalore,2014,Economics,Mumbai,2020,Bhubaneswar,Nagpur,0,N,NA,0,8,0,0,547018
24367,48111,1,1,,Team Lead,Retail,D,,PG,Zoology,Delhi,2010,Zoology,Delhi,2012,Zoology,Nagpur,2019,Pune,Nagpur,523620,N,D,3,8,0,0,626249
24368,36484,3,1,Sales,Consultant,Automobile,J,HR,Grad,Mathematics,Delhi,2010,Mathematics,Delhi,2012,Mathematics,Surat,2017,Kanpur,Bangalore,616836,N,A,1,8,0,0,771045
24369,25676,10,6,Healthcare,Business Analyst,Aviation,M,Software Developer,PG,Others,Kolkata,2010,Zoology,Kolkata,2020,,,,Pune,Pune,2239685,N,Key_Performer,3,0,0,0,2911590
24370,58881,15,8,Marketing,Project Manager,Insurance,N,Product Manager,Grad,Botony,Kolkata,2005,Botony,Kolkata,2009,,,,Chennai,Guwahati,1739178,N,Key_Performer,5,0,0,0,2173972
24371,55924,1,1,Marketing,Financial Analyst,Training,C,Scientist,Grad,Chemistry,Nagpur,2011,Chemistry,Nagpur,2013,Chemistry,Surat,2019,Jaipur,Nagpur,403521,N,D,2,6,0,0,464049
24372,16303,1,1,Banking,Consultant,Training,O,Medical Officer,Doctorate,Sociology,Pune,2019,Sociology,Pune,2023,,,,Kolkata,Chennai,719697,N,B,2,1,0,0,899621
24373,15052,17,17,IT-Software,Bio statistician,Telecom,K,Manager,PG,Mathematics,Nagpur,1995,Mathematics,Nagpur,1997,Mathematics,Mangalore,2003,Lucknow,Mangalore,3424461,Y,B,6,8,1,0,4520288
24374,36609,21,16,Marketing,Senior Researcher,Training,D,Consultant,PG,Arts,Mangalore,1999,Arts,Mangalore,2019,,,,Pune,Mangalore,3609608,Y,Key_Performer,3,1,1,0,4764682
24375,31782,5,5,,Sales Manager,Retail,C,Research Analyst,PG,Sociology,Jaipur,2015,Sociology,Jaipur,2009,,,,Bhubaneswar,Kolkata,820277,N,B,2,1,1,0,1066360
24376,46728,24,3,Analytics/BI,Business Analyst,Analytics,A,Assistant Manager,Under Grad,,,,,,,,,,Chennai,Pune,2370857,N,D,6,0,3,0,2726485
24377,36150,16,9,Others,Head,Analytics,F,Consultant,Grad,Statistics,Bhubaneswar,1998,Others,Bhubaneswar,2000,Statistics,Bangalore,2004,Nagpur,Bhubaneswar,2349693,Y,D,2,6,0,1,2766998
24378,22820,15,12,,Business Analyst,Analytics,O,Assistant Manager,PG,Arts,Bhubaneswar,2005,,,,,,,Delhi,Guwahati,1846888,N,C,5,1,2,0,2208878
24379,41542,9,1,Marketing,Senior Researcher,Retail,D,,Doctorate,Psychology,Bhubaneswar,2005,Psychology,Bhubaneswar,2007,Psychology,Bangalore,2011,Surat,Delhi,2115363,N,A,5,3,0,0,2855740
24380,20351,12,11,IT-Software,Scientist,Automobile,M,CA,Doctorate,Mathematics,Lucknow,1999,Mathematics,Lucknow,2001,Mathematics,Surat,2008,Mumbai,Lucknow,2443854,Y,D,5,4,0,0,3147683
24381,58535,9,3,Others,Business Analyst,Analytics,C,HR,Under Grad,,,,,,,,,,Bangalore,Kanpur,1384348,N,B,3,6,0,0,1730435
24382,13609,4,0,Education,Scientist,Aviation,L,Web Designer,Doctorate,Others,Guwahati,2010,Botony,Guwahati,2012,Sociology,Bangalore,2016,Pune,Kolkata,1292325,N,C,4,4,0,1,1605067
24383,58655,9,7,Banking,Principal Analyst,FMCG,I,Data Analyst,Under Grad,,,,,,,,,,Nagpur,Bhubaneswar,979893,N,B,2,5,0,0,1224866
24384,43181,3,0,Engineering,Bio statistician,BFSI,H,HR,PG,Statistics,Nagpur,2011,Statistics,Nagpur,2013,Statistics,Guwahati,2017,Kolkata,Nagpur,614223,Y,B,2,7,0,0,810774
24385,59712,19,17,Healthcare,Researcher,Training,I,Assistant Manager,Under Grad,,,,,,,,,,Surat,Pune,2420537,N,C,6,2,3,0,2783617
24386,47742,7,1,Healthcare,Scientist,Insurance,L,Assistant Manager,PG,Mathematics,Guwahati,2005,Mathematics,Guwahati,2007,Mathematics,Surat,2013,Pune,Guwahati,1340443,Y,B,2,3,1,0,1769384
24387,37115,1,0,Sales,Associate,Automobile,G,Medical Officer,PG,Botony,Mumbai,2011,Botony,Mumbai,2013,Botony,Bangalore,2019,Jaipur,Delhi,527615,Y,B,2,3,0,0,696451
24388,30241,21,10,Healthcare,Head,Aviation,P,Data Analyst,PG,Mathematics,Nagpur,1993,Mathematics,Nagpur,1995,Mathematics,Bangalore,1999,Mangalore,Ahmedabad,3805508,Y,Key_Performer,2,7,0,0,5023270
24389,51764,20,7,Top Management,Team Lead,Training,O,Product Manager,Under Grad,,,,,,,,,,Ahmedabad,Ahmedabad,1521573,N,A,5,5,3,0,1901966
24390,45428,18,9,Banking,CEO,Analytics,L,,Under Grad,,,,,,,,,,Chennai,Lucknow,1875191,N,B,4,5,2,0,2343988
24391,36297,16,4,HR,Sales Execituve,BFSI,K,Web Designer,Under Grad,,,,,,,,,,Guwahati,Chennai,2646900,Y,Key_Performer,3,3,0,0,3440970
24392,57287,24,24,Top Management,Senior Analyst,Automobile,C,Marketing Manager,Grad,Chemistry,Ahmedabad,1989,Chemistry,Ahmedabad,1991,Chemistry,Kolkata,1996,Surat,Ahmedabad,2496950,Y,Key_Performer,3,4,0,0,3196096
24393,40328,1,0,Banking,Project Manager,BFSI,O,Consultant,Grad,Others,Kolkata,2019,Botony,Kolkata,2019,,,,Bangalore,Kolkata,407442,Y,B,3,2,0,0,521525
24394,17255,8,1,IT-Software,Analyst,Others,O,Product Manager,Grad,Engineering,Pune,2004,Engineering,Pune,2006,Engineering,Guwahati,2012,Guwahati,Bangalore,1073096,Y,A,3,3,0,0,1428505
24395,57897,17,13,HR,Analyst,Insurance,C,Medical Officer,Grad,Zoology,Surat,1997,Zoology,Surat,1999,Others,Kolkata,2003,Surat,Kanpur,2526345,N,C,3,3,0,0,2905296
24396,48218,24,22,Marketing,CEO,FMCG,H,HR,Under Grad,,,,,,,,,,Delhi,Mangalore,1467792,N,A,3,7,2,1,1834740
24397,35108,22,12,Marketing,Consultant,Telecom,G,Others,Under Grad,,,,,,,,,,Lucknow,Ahmedabad,2272901,N,C,6,3,0,0,2613836
24398,30325,1,0,,Others,Analytics,L,Sr.Manager,Grad,Botony,Surat,2019,Botony,Surat,2013,,,,Kolkata,Nagpur,518651,N,B,2,0,0,0,648313
24399,47165,13,13,Others,Sales Execituve,Insurance,B,Manager,Grad,Economics,Bangalore,1998,Economics,Bangalore,2000,Others,Jaipur,2007,Kanpur,Surat,1885425,Y,A,6,8,0,0,2413344
24400,36811,11,1,Healthcare,Project Manager,Others,C,Manager,Doctorate,Sociology,Mangalore,2009,Sociology,Mangalore,2016,,,,Bhubaneswar,Jaipur,2032680,N,A,2,1,0,0,2744118
24401,40813,17,4,Sales,Business Analyst,Telecom,H,Manager,PG,Mathematics,Surat,1997,Mathematics,Surat,1999,Mathematics,Pune,2003,Bangalore,Nagpur,3456659,Y,B,6,3,0,0,4562789
24402,10408,24,12,Others,Sales Execituve,Telecom,N,,Grad,Zoology,Jaipur,1996,,,,,,,Bangalore,Guwahati,2420732,N,B,6,1,0,0,3025915
24403,32499,23,8,Accounts,Sales Execituve,BFSI,B,Product Manager,Grad,Engineering,Delhi,1990,Engineering,Delhi,1992,Engineering,Pune,1997,Kolkata,Bhubaneswar,1500511,Y,Key_Performer,4,4,0,0,1920654
24404,59771,21,20,Education,Consultant,Automobile,C,Assistant Manager,PG,Botony,Bangalore,1999,,,,,,,Ahmedabad,Ahmedabad,2225949,N,A,2,1,0,0,2893733
24405,44496,23,12,Banking,CEO,Others,G,Web Designer,Grad,Chemistry,Nagpur,1991,Chemistry,Nagpur,1993,Chemistry,Nagpur,1997,Mumbai,Bangalore,2421685,Y,Key_Performer,5,7,2,0,3099756
24406,51009,9,8,Education,Senior Researcher,FMCG,M,,Doctorate,Psychology,Bangalore,2005,Psychology,Bangalore,2007,Psychology,Mumbai,2011,Surat,Bangalore,2083295,Y,Key_Performer,2,5,0,0,2916613
24407,48238,3,3,Engineering,Associate,Aviation,B,Sr.Manager,PG,Zoology,Pune,2010,Zoology,Pune,2012,Others,Bangalore,2017,Chennai,Guwahati,720572,N,A,1,6,1,0,936743
24408,23159,10,2,Top Management,Senior Analyst,Retail,K,Web Designer,Doctorate,Economics,Nagpur,2001,Economics,Nagpur,2003,Economics,Bangalore,2010,Surat,Kolkata,1471680,N,C,2,5,0,0,1827826
24409,29917,17,2,Banking,Sales Manager,Insurance,J,Research Analyst,PG,Economics,Mangalore,1997,Economics,Mangalore,1999,Economics,Pune,2003,Jaipur,Kolkata,2487567,N,C,5,4,0,0,2975130
24410,12768,1,0,Engineering,Financial Analyst,IT,I,Others,Grad,Others,Bhubaneswar,2010,Others,Bhubaneswar,2012,Chemistry,Nagpur,2019,Nagpur,Ahmedabad,557788,N,D,2,7,0,0,641456
24411,58531,4,4,Healthcare,Project Manager,BFSI,P,Others,Under Grad,,,,,,,,,,Mangalore,Mangalore,630181,N,D,2,8,2,0,724708
24412,31115,16,7,Engineering,Others,Retail,B,Medical Officer,Grad,Sociology,Kolkata,1997,Sociology,Kolkata,1999,Sociology,Pune,2004,Delhi,Delhi,2542044,Y,Key_Performer,5,6,0,0,3253816
24413,29587,14,12,Healthcare,Team Lead,FMCG,H,Product Manager,PG,Sociology,Delhi,2006,Sociology,Delhi,2016,,,,Nagpur,Chennai,1762315,N,B,3,2,1,0,2291009
24414,48361,0,0,NA,NA,NA,NA,NA,Grad,Others,Surat,2012,Engineering,Surat,2014,Botony,Guwahati,2020,Bhubaneswar,Surat,0,N,NA,0,7,0,0,592345
24415,52202,0,0,NA,NA,NA,NA,NA,Under Grad,,,,,,,,,,Kanpur,Bhubaneswar,0,N,NA,0,1,2,0,440870
24416,37288,8,3,Engineering,Sales Manager,Aviation,G,Sr.Manager,Doctorate,Arts,Lucknow,2012,Arts,Lucknow,2017,,,,Guwahati,Nagpur,1654557,N,B,5,0,0,0,2233651
24417,56413,24,12,Accounts,Team Lead,Automobile,L,Network Engineer,Grad,Economics,Lucknow,1988,Others,Lucknow,1990,Sociology,Bangalore,1996,Bhubaneswar,Nagpur,1641701,Y,A,6,6,3,0,2101377
24418,32553,25,19,Others,Sales Execituve,Others,B,CA,Under Grad,,,,,,,,,,Surat,Bangalore,2321042,N,C,5,7,0,0,2669198
24419,28672,21,9,Education,Head,Training,M,Marketing Manager,Grad,Others,Lucknow,1993,Botony,Lucknow,1995,Others,Bhubaneswar,1999,Bangalore,Surat,2303090,Y,Key_Performer,5,6,0,1,2947955
24420,37032,6,6,Education,Sales Manager,FMCG,O,Marketing Manager,Under Grad,,,,,,,,,,Kanpur,Kolkata,1088511,N,C,1,0,0,0,1251787
24421,10007,15,3,Engineering,Sales Execituve,Automobile,P,Marketing Manager,Under Grad,,,,,,,,,,Guwahati,Surat,1875108,Y,Key_Performer,5,3,0,0,2437640
24422,50409,3,1,,Scientist,IT,K,Research Analyst,Grad,Arts,Surat,2017,,,,,,,Pune,Mangalore,510583,N,B,1,1,1,1,638228
24423,16202,7,4,Top Management,Principal Analyst,Insurance,K,Manager,Grad,Mathematics,Bangalore,2005,Mathematics,Bangalore,2007,Others,Lucknow,2013,Jaipur,Pune,1092053,N,C,6,3,0,0,1255860
24424,16035,2,2,Education,Team Lead,IT,F,Assistant Manager,Doctorate,Others,Delhi,2018,Zoology,Delhi,2015,,,,Delhi,Ahmedabad,886792,N,D,2,0,0,0,1019810
24425,52977,2,0,HR,Sales Execituve,Insurance,N,CA,Doctorate,Engineering,Guwahati,2011,Engineering,Guwahati,2013,Engineering,Lucknow,2018,Surat,Mangalore,499710,N,D,1,3,0,0,606847
24426,54370,13,7,Banking,Bio statistician,Aviation,F,,PG,Psychology,Mumbai,2007,,,,,,,Nagpur,Bangalore,1759799,N,D,3,0,1,0,2104719
24427,48948,19,9,Education,Analyst,BFSI,F,Research Scientist,PG,Psychology,Lucknow,2001,,,,,,,Guwahati,Kolkata,2335830,N,B,2,1,0,0,3036579
24428,38875,5,3,Banking,Business Analyst,Retail,B,Director,Grad,Engineering,Nagpur,2009,Others,Nagpur,2011,Arts,Ahmedabad,2015,Jaipur,Surat,570785,N,D,2,5,0,0,656402
24429,34325,23,9,Healthcare,Analyst,Insurance,C,Assistant Manager,Under Grad,,,,,,,,,,Lucknow,Nagpur,2225357,Y,A,4,1,0,0,2892964
24430,23755,11,4,Healthcare,Project Manager,Automobile,M,Assistant Manager,Under Grad,,,,,,,,,,Delhi,Pune,1159501,Y,A,4,5,5,0,1507351
24431,39397,24,22,IT-Software,Head,Retail,L,HR,Grad,Statistics,Pune,1988,Statistics,Pune,1990,Statistics,Kolkata,1996,Bhubaneswar,Chennai,2535558,N,A,4,5,0,1,3169447
24432,56592,9,2,Marketing,Sales Manager,IT,D,Marketing Manager,Under Grad,,,,,,,,,,Mangalore,Kanpur,1179591,Y,Key_Performer,2,7,1,0,1533468
24433,14097,10,9,Analytics/BI,Consultant,Automobile,N,Others,Doctorate,Engineering,Mangalore,2003,Others,Mangalore,2005,Others,Mumbai,2010,Nagpur,Chennai,1705246,Y,Key_Performer,3,8,0,0,2387344
24434,47126,25,9,Education,Others,Aviation,D,Sr.Manager,PG,Chemistry,Surat,1995,Chemistry,Surat,2018,,,,Surat,Ahmedabad,2357169,N,B,6,1,0,0,3064319
24435,16047,0,0,NA,NA,NA,NA,NA,Grad,Others,Bhubaneswar,2011,Psychology,Bhubaneswar,2013,Arts,Bhubaneswar,2020,Chennai,Kanpur,0,Y,NA,0,6,0,0,645885
24436,49160,3,3,Healthcare,Researcher,BFSI,O,Product Manager,PG,Botony,Pune,2010,Botony,Pune,2012,Botony,Jaipur,2017,Lucknow,Lucknow,743410,Y,B,3,3,0,0,981301
24437,38610,14,14,Marketing,Sales Manager,Training,O,Product Manager,Under Grad,,,,,,,,,,Chennai,Guwahati,1492981,Y,Key_Performer,6,6,4,0,1940875
24438,50654,19,13,Engineering,Sales Execituve,Others,B,Consultant,PG,Psychology,Delhi,1994,Psychology,Delhi,1996,Others,Mangalore,2001,Pune,Jaipur,2840500,Y,Key_Performer,6,4,0,0,3749460
